0.20276523,-0.34223437,2
0.5092006,0.8265306,1
0.05186534,-0.53237146,4
0.01114285,0.69138,3
0.32398736,-0.29754317,2
0.6882125,0.36528456,1
-0.28320003,0.76065207,2
0.34359276,0.8702183,3
-0.23405027,0.44987392,2
-0.6291664,0.94155526,4
0.82408977,-0.5250404,2
0.4352969,-0.544251,2
0.2007389,-0.4634208,2
-0.23578376,0.8142359,4
0.64027655,0.5641235,1
-0.83103293,-0.33258653,1
0.09858596,0.8426527,3
0.7375953,-0.119879186,4
-0.87544394,0.09255946,4
0.5126091,-0.7798709,2
0.06086147,0.9219307,3
-0.5915128,-0.10627538,3
0.74913836,0.49541664,1
-0.8746862,-0.24245095,3
0.4578793,-0.2502504,2
-0.120598555,-0.19656432,3
-0.652926,0.03487742,4
-0.6012833,0.34306204,2
0.9418229,0.6710069,3
0.8203771,-0.78818524,4
-0.19214183,-0.4143172,1
0.87943983,0.26634276,3
-0.09489453,0.9313518,4
-0.9073426,-0.53214884,3
0.94112587,0.38269222,3
-0.48217303,0.9232675,4
0.4544785,0.67431843,1
-0.8911857,0.39899004,4
0.32875025,0.86329305,3
0.6882858,-0.97299427,4
-0.02880174,0.78721464,4
0.1246357,-0.80925745,4
0.48565733,-0.7625295,2
0.42654836,-0.09189808,4
0.8275659,0.47857666,1
0.15808809,0.42169118,1
0.14966798,0.918352,3
-0.17083639,0.161358,4
0.33015084,-0.029994965,4
-0.26933378,0.7617034,2
-0.97931814,0.4460367,4
0.060533404,-0.602669,4
0.46001208,0.18519223,1
-0.8735558,0.3411659,4
0.76951396,0.03752458,3
-0.0871948,-0.64374304,3
0.4802289,-0.18104446,2
-0.63586193,-0.7009484,1
-0.36330277,-0.6044439,1
0.36393404,-0.857786,2
-0.018946886,0.6690867,4
-0.42250592,0.5176319,2
0.44156325,-0.090824604,4
-0.9207752,-0.16466218,3
0.43299675,0.6138321,1
-6.849766E-4,0.05164802,4
0.3219142,0.87883043,3
0.30167007,0.23990059,1
-0.18183386,0.11781514,4
0.24443579,-0.74024844,2
-0.9754022,-0.10117972,3
0.07639301,0.026067257,3
-0.58984435,0.6492132,2
-0.91303724,-0.8539714,3
-0.9327017,0.029905558,4
-0.74549025,-0.9768594,3
0.27281404,-0.108997226,4
0.42708766,-0.080580294,4
-0.4081449,0.8948904,4
-0.7782765,-0.07789141,3
-0.4518054,-0.87091696,1
0.642789,-0.7211528,2
0.22942364,-0.6700079,2
-0.20303786,0.14530563,4
-0.8959973,0.7000936,4
-0.97826546,-0.5681363,3
-0.20221215,-0.27519125,1
-0.7536274,-0.85899955,3
-0.3891465,-0.1182645,1
-0.5313045,-0.64536715,1
-0.84886026,0.68369806,2
0.8579837,-0.1392762,4
-0.38034952,0.108410954,4
0.18378663,-0.69894385,2
0.0026367903,-0.85862017,4
-0.977649,-0.32285273,3
-0.29060042,0.8949919,4
0.50684357,-0.9311421,4
0.04005015,-0.43442547,4
0.2644955,0.50032675,1
0.2757703,0.3515315,1
0.6232505,0.030439854,3
-0.84518373,0.37949073,2
-0.82755184,0.35012257,2
0.030715466,0.6717305,3
0.32653093,-0.5636802,2
0.10480428,0.2369734,3
-0.33228564,-0.8573912,1
0.78346443,-0.52202916,2
-0.46698707,-0.001034677,3
-0.5688883,-0.7168743,1
0.56296885,-0.051715374,4
0.57319975,0.40572917,1
-0.2561177,0.264835,2
0.949201,-0.9667823,4
0.8522955,-0.5201006,2
-0.27626842,0.8101826,2
0.14993668,-0.21755892,4
0.6346897,-0.9973074,4
0.67928267,0.067704916,3
0.8904811,0.9778198,3
0.5743512,-0.42575532,2
0.22410572,0.72108495,1
0.42828846,-0.12005305,2
0.6700865,-0.27413118,2
-0.051230013,0.9201963,4
-0.6490786,0.26266205,2
0.884186,0.64640844,3
0.84294343,-0.22764438,4
-0.4819647,-0.039265513,3
0.53717875,0.9266019,3
-0.09409523,0.64281654,4
-0.18100786,0.759604,4
0.46886683,0.12705553,1
-0.13898301,0.19951928,4
-0.44092393,-0.8060726,1
-0.6429352,0.3139913,2
0.17780364,0.9064652,3
0.62041724,-0.36684686,2
0.15309906,-0.5469011,2
0.12810421,0.024770975,3
-0.2262786,-0.04937327,3
-0.18652594,0.770028,4
0.1279378,0.7161665,3
0.19256783,-0.27522504,2
0.2102369,0.034516692,3
-0.24449086,0.74990094,2
-0.7640384,0.027432323,4
0.9623282,-0.044190824,4
0.54331374,0.8739011,1
-0.34666258,-0.27019256,1
0.96414316,-0.66441846,4
-0.28261656,-0.9984471,3
0.60937953,0.30914474,1
0.45699954,0.75051844,1
0.64192414,0.9573376,3
0.24768937,-0.6292238,2
0.79926884,-0.13683414,4
0.8092723,-0.81777894,4
0.18006325,0.6066699,1
-0.3095733,-0.8863129,3
0.12330449,0.18134916,3
0.41326988,-0.6177649,2
0.88577783,-0.25263536,4
0.13301468,-0.14577907,4
0.26282752,0.36122906,1
-0.361551,0.69757867,2
0.29949212,-0.4732263,2
0.05218494,-0.07891512,4
-0.19650865,-0.3202442,1
0.6853291,-0.5548055,2
-0.50149596,-0.9514482,3
-0.84057283,-0.5396303,1
-0.6543697,0.7259575,2
0.12924135,0.002650261,3
-0.18711603,-0.75780416,3
0.723119,0.9125413,3
0.6870158,-0.55319005,2
-0.8365819,0.64212465,2
0.39891708,0.08719838,3
